epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.16418011486530304,0.16418011486530304,0.10747336596250534,0.21085725724697113,0.21085725724697113,0.17357149720191956
1,0.13572493195533752,0.13572493195533752,0.08827515691518784,0.10579408705234528,0.10579408705234528,0.03378673642873764
2,0.1324760615825653,0.1324760615825653,0.06768201291561127,0.1746184378862381,0.1746184378862381,0.08869751542806625
3,0.13340619206428528,0.13340619206428528,0.06897508352994919,0.1709529012441635,0.1709529012441635,0.10978033393621445
4,0.13026966154575348,0.13026966154575348,0.059275705367326736,0.18860439956188202,0.18860439956188202,0.13624945282936096
5,0.1280936747789383,0.1280936747789383,0.05653828755021095,0.18165327608585358,0.18165327608585358,0.1295652538537979
6,0.13108856976032257,0.13108856976032257,0.0658503845334053,0.1385744959115982,0.1385744959115982,0.05991612374782562
7,0.11747966706752777,0.11747966706752777,0.05104793235659599,0.12692144513130188,0.12692144513130188,0.05832649767398834
8,0.11538907885551453,0.11538907885551453,0.04703338444232941,0.14093764126300812,0.14093764126300812,0.06836599856615067
9,0.11435901373624802,0.11435901373624802,0.045746173709630966,0.16620886325836182,0.16620886325836182,0.08957774937152863
10,0.11268560588359833,0.11268560588359833,0.04437487572431564,0.15619125962257385,0.15619125962257385,0.07973215728998184
11,0.11240966618061066,0.11240966618061066,0.04594108462333679,0.16999785602092743,0.16999785602092743,0.09918836504220963
12,0.10539371520280838,0.10539371520280838,0.04110026732087135,0.15245838463306427,0.15245838463306427,0.07780900597572327
13,0.10374096035957336,0.10374096035957336,0.03880404680967331,0.1416059136390686,0.1416059136390686,0.06693898141384125
14,0.10370983928442001,0.10370983928442001,0.03905727341771126,0.1660102903842926,0.1660102903842926,0.09881499409675598
15,0.10287302732467651,0.10287302732467651,0.04056797921657562,0.16109484434127808,0.16109484434127808,0.08863933384418488
16,0.10382939875125885,0.10382939875125885,0.04239397495985031,0.15678223967552185,0.15678223967552185,0.08921791613101959
17,0.09994952380657196,0.09994952380657196,0.03740628436207771,0.15839783847332,0.15839783847332,0.0904347226023674
18,0.09956947714090347,0.09956947714090347,0.03678268566727638,0.16420882940292358,0.16420882940292358,0.0939561054110527
19,0.09873416274785995,0.09873416274785995,0.036339402198791504,0.1459774225950241,0.1459774225950241,0.07484342902898788
20,0.09979803115129471,0.09979803115129471,0.037188820540905,0.15543629229068756,0.15543629229068756,0.08947069197893143
21,0.09884832799434662,0.09884832799434662,0.04024616628885269,0.15661096572875977,0.15661096572875977,0.08644471317529678
22,0.09732601046562195,0.09732601046562195,0.03909338265657425,0.1679074764251709,0.1679074764251709,0.10052824765443802
23,0.09558002650737762,0.09558002650737762,0.03469902276992798,0.15970368683338165,0.15970368683338165,0.09440703690052032
24,0.09595891088247299,0.09595891088247299,0.033898014575242996,0.16250421106815338,0.16250421106815338,0.09347356110811234
25,0.09580998867750168,0.09580998867750168,0.037475764751434326,0.16508254408836365,0.16508254408836365,0.09562911838293076
26,0.0957711786031723,0.0957711786031723,0.03551911935210228,0.16184724867343903,0.16184724867343903,0.09321047365665436
27,0.09372366964817047,0.09372366964817047,0.03348825126886368,0.1544993668794632,0.1544993668794632,0.0844920352101326
28,0.09473801404237747,0.09473801404237747,0.035922370851039886,0.14780713617801666,0.14780713617801666,0.0757698118686676
29,0.09442594647407532,0.09442594647407532,0.03396378085017204,0.15257123112678528,0.15257123112678528,0.08047405630350113
30,0.0942782387137413,0.0942782387137413,0.03518173471093178,0.15702518820762634,0.15702518820762634,0.08761297911405563
31,0.09394910931587219,0.09394910931587219,0.03502458333969116,0.14964696764945984,0.14964696764945984,0.0800359919667244
32,0.09385016560554504,0.09385016560554504,0.03723282366991043,0.1595427542924881,0.1595427542924881,0.09153009206056595
33,0.09408967941999435,0.09408967941999435,0.034036245197057724,0.15812167525291443,0.15812167525291443,0.08880366384983063
34,0.09332866221666336,0.09332866221666336,0.03465376794338226,0.14840294420719147,0.14840294420719147,0.0785614550113678
35,0.09260689467191696,0.09260689467191696,0.032807283103466034,0.16128143668174744,0.16128143668174744,0.0930345207452774
36,0.09339270740747452,0.09339270740747452,0.034902315586805344,0.15478971600532532,0.15478971600532532,0.08472495526075363
37,0.0935925841331482,0.0935925841331482,0.03806786239147186,0.15511521697044373,0.15511521697044373,0.0860862135887146
38,0.09274985641241074,0.09274985641241074,0.03242426738142967,0.1533006876707077,0.1533006876707077,0.08406402170658112
39,0.09383605420589447,0.09383605420589447,0.03855440765619278,0.1579519808292389,0.1579519808292389,0.09009668976068497
40,0.09373517334461212,0.09373517334461212,0.03550750017166138,0.15451408922672272,0.15451408922672272,0.08545425534248352
41,0.09293888509273529,0.09293888509273529,0.038240958005189896,0.1527141034603119,0.1527141034603119,0.08353487402200699
42,0.09263342618942261,0.09263342618942261,0.032884564250707626,0.1526106894016266,0.1526106894016266,0.08363842964172363
43,0.09272453188896179,0.09272453188896179,0.03295522183179855,0.15347211062908173,0.15347211062908173,0.08342791348695755
44,0.09336869418621063,0.09336869418621063,0.0335601344704628,0.15446330606937408,0.15446330606937408,0.08543019741773605
45,0.09372685849666595,0.09372685849666595,0.038296960294246674,0.15575315058231354,0.15575315058231354,0.08688083291053772
46,0.09300781041383743,0.09300781041383743,0.035366322845220566,0.15410153567790985,0.15410153567790985,0.08456408977508545
47,0.0919732078909874,0.0919732078909874,0.03210243210196495,0.15477915108203888,0.15477915108203888,0.08551375567913055
48,0.09338502585887909,0.09338502585887909,0.03451552614569664,0.15342611074447632,0.15342611074447632,0.0838613510131836
49,0.09312652051448822,0.09312652051448822,0.033162206411361694,0.15290652215480804,0.15290652215480804,0.08266112953424454
50,0.0938422903418541,0.0938422903418541,0.034921348094940186,0.15472759306430817,0.15472759306430817,0.08518517017364502
51,0.09352470934391022,0.09352470934391022,0.03438378870487213,0.15431548655033112,0.15431548655033112,0.08441378176212311
52,0.09319369494915009,0.09319369494915009,0.03396602347493172,0.15515869855880737,0.15515869855880737,0.08559572696685791
53,0.0934637188911438,0.0934637188911438,0.0343453586101532,0.1549648940563202,0.1549648940563202,0.08544817566871643
54,0.0932360514998436,0.0932360514998436,0.03381785750389099,0.15465980768203735,0.15465980768203735,0.08524033427238464
55,0.0921434834599495,0.0921434834599495,0.0321645550429821,0.15467442572116852,0.15467442572116852,0.0851808413863182
56,0.09240616858005524,0.09240616858005524,0.03290699049830437,0.15441888570785522,0.15441888570785522,0.08531055599451065
57,0.09220311045646667,0.09220311045646667,0.032175447791814804,0.1544998735189438,0.1544998735189438,0.08504574000835419
58,0.09247169643640518,0.09247169643640518,0.032587580382823944,0.1542600840330124,0.1542600840330124,0.08463593572378159
59,0.09332870692014694,0.09332870692014694,0.03316666930913925,0.15472418069839478,0.15472418069839478,0.08516248315572739
60,0.09296007454395294,0.09296007454395294,0.03297510743141174,0.15508878231048584,0.15508878231048584,0.08586865663528442
61,0.09266741573810577,0.09266741573810577,0.03318971022963524,0.1544213742017746,0.1544213742017746,0.08510321378707886
62,0.09366239607334137,0.09366239607334137,0.03636891767382622,0.15326564013957977,0.15326564013957977,0.08364831656217575
63,0.09335090965032578,0.09335090965032578,0.04007261246442795,0.15496675670146942,0.15496675670146942,0.08551586419343948
64,0.09303226321935654,0.09303226321935654,0.0339452400803566,0.154571071267128,0.154571071267128,0.08513686805963516
65,0.09259071201086044,0.09259071201086044,0.03197631612420082,0.15605689585208893,0.15605689585208893,0.08704398572444916
66,0.09296336024999619,0.09296336024999619,0.03557680547237396,0.15482166409492493,0.15482166409492493,0.08550908416509628
67,0.09232459217309952,0.09232459217309952,0.032314274460077286,0.15474867820739746,0.15474867820739746,0.0854901671409607
68,0.09326517581939697,0.09326517581939697,0.03437725454568863,0.15350769460201263,0.15350769460201263,0.0836154893040657
69,0.09343455731868744,0.09343455731868744,0.033452242612838745,0.15516169369220734,0.15516169369220734,0.0858660638332367
70,0.09285520017147064,0.09285520017147064,0.032924823462963104,0.15406912565231323,0.15406912565231323,0.08451875299215317
71,0.09341499954462051,0.09341499954462051,0.03563808649778366,0.1542162150144577,0.1542162150144577,0.08462486416101456
72,0.09353641420602798,0.09353641420602798,0.035544417798519135,0.15571770071983337,0.15571770071983337,0.08672860264778137
73,0.09204421937465668,0.09204421937465668,0.037488460540771484,0.15496888756752014,0.15496888756752014,0.08606166392564774
74,0.092506043612957,0.092506043612957,0.03397233411669731,0.15479561686515808,0.15479561686515808,0.08563313633203506
75,0.09362823516130447,0.09362823516130447,0.03761867806315422,0.1545644998550415,0.1545644998550415,0.08516036719083786
76,0.09352657943964005,0.09352656453847885,0.03552061691880226,0.15482406318187714,0.15482406318187714,0.08578391373157501
77,0.09247182309627533,0.09247182309627533,0.032884784042835236,0.15511399507522583,0.15511399507522583,0.08571143448352814
78,0.09338728338479996,0.09338728338479996,0.03398575633764267,0.15506762266159058,0.15506762266159058,0.0855691134929657
79,0.09280059486627579,0.09280059486627579,0.033572692424058914,0.15478000044822693,0.15478000044822693,0.08546672761440277
80,0.09263080358505249,0.09263080358505249,0.03236234933137894,0.15512755513191223,0.15512755513191223,0.0859270989894867
81,0.09336888045072556,0.09336888045072556,0.03486049175262451,0.15551485121250153,0.15551485121250153,0.08624285459518433
82,0.0915779173374176,0.0915779173374176,0.031640488654375076,0.1552075445652008,0.1552075445652008,0.08574357628822327
83,0.09268604964017868,0.09268604964017868,0.03278312087059021,0.15514197945594788,0.15514197945594788,0.08530455827713013
84,0.09290018677711487,0.09290018677711487,0.03344495967030525,0.15516598522663116,0.15516598522663116,0.08573855459690094
85,0.09255468100309372,0.09255468100309372,0.03263108804821968,0.15470607578754425,0.15470607578754425,0.08546841889619827
86,0.09295859187841415,0.09295859932899475,0.035934217274188995,0.15488307178020477,0.15488307178020477,0.08544792979955673
87,0.09163972735404968,0.09163972735404968,0.031888652592897415,0.15608583390712738,0.15608583390712738,0.08691633492708206
88,0.09311704337596893,0.09311704337596893,0.03434022143483162,0.15458936989307404,0.15458936989307404,0.08506590127944946
89,0.09321185946464539,0.09321185946464539,0.04132445901632309,0.1556982845067978,0.1556982845067978,0.08663739264011383
90,0.0936654657125473,0.0936654657125473,0.0347372405230999,0.15449032187461853,0.15449032187461853,0.0852186381816864
91,0.09283038973808289,0.09283038973808289,0.03655737265944481,0.1546398401260376,0.1546398401260376,0.0851551964879036
92,0.09292764216661453,0.09292764216661453,0.03414714336395264,0.15600740909576416,0.15600740909576416,0.08681361377239227
93,0.09296641498804092,0.09296641498804092,0.033031292259693146,0.15559403598308563,0.15559403598308563,0.08623290061950684
94,0.09290264546871185,0.09290264546871185,0.03425615653395653,0.15532858669757843,0.15532858669757843,0.08598535507917404
95,0.09269201755523682,0.09269201755523682,0.03520020470023155,0.15510644018650055,0.15510644018650055,0.08594844490289688
96,0.09273262321949005,0.09273262321949005,0.034609124064445496,0.15579144656658173,0.15579144656658173,0.0865512564778328
97,0.09328407049179077,0.09328407049179077,0.03463885560631752,0.15480585396289825,0.15480585396289825,0.08530964702367783
98,0.09331943094730377,0.09331943094730377,0.03839767351746559,0.15509748458862305,0.15509746968746185,0.0856509879231453
99,0.09208007901906967,0.09208007901906967,0.03702525049448013,0.15492886304855347,0.15492886304855347,0.08560296893119812
